"","Nfu.Gene.ID","Nfu.Gene.symbol.nfu2015","Nfu.Gene.symbol.garhum"
"15399","Nfu_g_1_015400","ZDHHC14","zdhhc14"
"15400","Nfu_g_1_015401","LRRC9","lrrc9"
"15401","Nfu_g_1_015402","CLDN23 (2 OF 2)","CLDN23 (2 of 2)"
"15402","Nfu_g_1_015403","HMGCL","hmgcl"
"15403","Nfu_g_1_015404","PALM1B","zgc:63523"
"15404","Nfu_g_1_015405","ATXN3L","ATXN3L"
"15405","Nfu_g_1_015406","CX28.6","cx28.6"
"15406","Nfu_g_1_015407","CNKSR1","cnksr1"
"15407","Nfu_g_1_015408","ASAP2A","asap2a"
"15408","Nfu_g_1_015409","PELI2","peli2"
"15409","Nfu_g_1_015410","","cdc42ep3"
"15410","Nfu_g_1_015411","CLIC4","clic4"
"15411","Nfu_g_1_015412","","CR392001.1"
"15412","Nfu_g_1_015413","RUNX3","runx3"
"15413","Nfu_g_1_015414","ALDH6A1 (2 OF 2)","aldh6a1"
"15414","Nfu_g_1_015415","MYO10L1","si:dkey-176g1.7"
"15415","Nfu_g_1_015416","BEGAIN (2 OF 2)","BEGAIN (1 of 2)"
"15416","Nfu_g_1_015417","PM20D2 (2 OF 2)",""
"15417","Nfu_g_1_015418","LGALS8 (2 OF 2)","LGALS8 (2 of 2)"
"15418","Nfu_g_1_015419","DISP2","disp2"
"15419","Nfu_g_1_015420","QKIA","qk"
"15420","Nfu_g_1_015421","SLC35F4","SLC35F4"
"15421","Nfu_g_1_015422","CD93","THBD"
"15422","Nfu_g_1_015423","CABZ01023423.1","CABZ01023423.1"
"15423","Nfu_g_1_015424","TRMT5","trmt5"
"15424","Nfu_g_1_015425","TNFSF10 (2 OF 2)","tnfsf10"
"15425","Nfu_g_1_015426","GNG7","gng7"
"15426","Nfu_g_1_015427","OLA.16560","si:dkey-239i20.4"
"15427","Nfu_g_1_015428","KDM6B (1 OF 2)","si:dkey-11o15.10"
"15428","Nfu_g_1_015429","HMBSA","hmbsb"
"15429","Nfu_g_1_015430","HMBOX1A","hmbox1b"
"15430","Nfu_g_1_015431","KIF13BA","kif13ba"
"15431","Nfu_g_1_015432","",""
"15432","Nfu_g_1_015433","SUB1B","SUB1 (1 of 2)"
"15433","Nfu_g_1_015434","TLR2 (1 OF 2)","tlr2"
"15434","Nfu_g_1_015435","RNF175","rnf175"
"15435","Nfu_g_1_015436","",""
"15436","Nfu_g_1_015437","","si:ch211-9d9.1"
"15437","Nfu_g_1_015438","TRIM2B","trim2b"
"15438","Nfu_g_1_015439","OLA.9084","BX005156.1"
"15439","Nfu_g_1_015440","","FP102192.1"
"15440","Nfu_g_1_015441","","MYO18B (3 of 4)"
"15441","Nfu_g_1_015442","ADRA1B (1 OF 2)","ADRA1B (1 of 2)"
"15442","Nfu_g_1_015443","",""
"15443","Nfu_g_1_015444","SI:CH211-227P7.1","si:ch211-227p7.1"
"15444","Nfu_g_1_015445","","pcgf5b"
"15445","Nfu_g_1_015446","SI:CH211-227P7.1","si:ch211-227p7.1"
"15446","Nfu_g_1_015447","CACNA2D3","cacna2d3"
"15447","Nfu_g_1_015448","",""
"15448","Nfu_g_1_015449","PLOD3","PLOD3 (2 of 2)"
"15449","Nfu_g_1_015450","CD6","si:dkey-8e10.2"
"15450","Nfu_g_1_015451","RAD50","rad50"
"15451","Nfu_g_1_015452","","si:dkeyp-113d7.10"
"15452","Nfu_g_1_015453","CDK14","CDK14"
"15453","Nfu_g_1_015454","ADHFE1","adhfe1"
"15454","Nfu_g_1_015455","WDR33","wdr33"
"15455","Nfu_g_1_015456","","FP236835.1"
"15456","Nfu_g_1_015457","GTF2B","gtf2b"
"15457","Nfu_g_1_015458","PKN2","pkn2"
"15458","Nfu_g_1_015459","","CABZ01081674.1"
"15459","Nfu_g_1_015460","",""
"15460","Nfu_g_1_015461","","CR384061.1"
"15461","Nfu_g_1_015462","CABZ01086759.2","GPR123 (2 of 3)"
"15462","Nfu_g_1_015463","SI:DKEYP-2C8.3","si:dkeyp-2c8.3"
"15463","Nfu_g_1_015464","OLA.14914","sb:cb37"
"15464","Nfu_g_1_015465","CU457778.1","CU457778.1"
"15465","Nfu_g_1_015466","","zgc:175222"
"15466","Nfu_g_1_015467","FBXL12",""
"15467","Nfu_g_1_015468","MEF2D","mef2d"
"15468","Nfu_g_1_015469","CR405682.1",""
"15469","Nfu_g_1_015470","ACAD11","acad11"
"15470","Nfu_g_1_015471","ZGC:113363","zgc:113363"
"15471","Nfu_g_1_015472","TNFRSF14","CR388028.3"
"15472","Nfu_g_1_015473","TMED4","tmed4"
"15473","Nfu_g_1_015474","EDEM2","edem2"
"15474","Nfu_g_1_015475","",""
"15475","Nfu_g_1_015476","USP11","usp11"
"15476","Nfu_g_1_015477","FLNA","flna"
"15477","Nfu_g_1_015478","CREBZF","CREBZF"
"15478","Nfu_g_1_015479","CCDC120 (2 OF 2)","CCDC120 (2 of 2)"
"15479","Nfu_g_1_015480","RPL22 (1 OF 2)","rpl22"
"15480","Nfu_g_1_015481","SRPK3","srpk3"
"15481","Nfu_g_1_015482","","FAM176C (3 of 11)"
"15482","Nfu_g_1_015483","FGD1","fgd1"
"15483","Nfu_g_1_015484","USP19","usp19"
"15484","Nfu_g_1_015485","PTPN7 (2 OF 2)","ptpn5"
"15485","Nfu_g_1_015486","HDAC6","hdac6"
"15486","Nfu_g_1_015487","GPR37L1B","gpr37l1b"
"15487","Nfu_g_1_015488","","si:ch211-157c18.2"
"15488","Nfu_g_1_015489","SLC35C2","slc35c2"
"15489","Nfu_g_1_015490","","si:dkey-11o15.8"
"15490","Nfu_g_1_015491","LAMB2","lamb2"
"15491","Nfu_g_1_015492","HM13","hm13"
"15492","Nfu_g_1_015493","ARFGEF2","ARFGEF2"
"15493","Nfu_g_1_015494","PEX10","pex10"
"15494","Nfu_g_1_015495","SPS2","sps2"
"15495","Nfu_g_1_015496","ZNF862",""
"15496","Nfu_g_1_015497","GMEB2","GMEB2 (1 of 2)"
"15497","Nfu_g_1_015498","DNASE1L3","dnase1l3"
"15498","Nfu_g_1_015499","ICMT","icmt"
"15499","Nfu_g_1_015500","",""
"15500","Nfu_g_1_015501","SI:CH211-157C18.2","si:ch211-157c18.2"
"15501","Nfu_g_1_015502","SNPHB","snphb"
"15502","Nfu_g_1_015503","",""
"15503","Nfu_g_1_015504","IQSEC2","IQSEC1 (1 of 2)"
"15504","Nfu_g_1_015505","IQSEC2 (1 OF 2)","IQSEC2"
"15505","Nfu_g_1_015506","CCDC135","CCDC135"
"15506","Nfu_g_1_015507","SNRPG","SNRPG"
"15507","Nfu_g_1_015508","IKBKG","ikbkg"
"15508","Nfu_g_1_015509","SULF2L","sulf2l"
"15509","Nfu_g_1_015510","PLXNB3 (2 OF 2)","plxnb3"
"15510","Nfu_g_1_015511","",""
"15511","Nfu_g_1_015512","ST14B","st14b"
"15512","Nfu_g_1_015513","SDCBP2","sdcbp2"
"15513","Nfu_g_1_015514","OLA.2167","si:ch211-251b21.1"
"15514","Nfu_g_1_015515","RAD51C","rad51c"
"15515","Nfu_g_1_015516","","si:ch211-125e6.11"
"15516","Nfu_g_1_015517","LAS1L","las1l"
"15517","Nfu_g_1_015518","NDRG3B","ndrg3b"
"15518","Nfu_g_1_015519","LHFPL4B","lhfpl4b"
"15519","Nfu_g_1_015520","","si:dkey-11o15.4"
"15520","Nfu_g_1_015521","CR388087.1","CR388087.1"
"15521","Nfu_g_1_015522","",""
"15522","Nfu_g_1_015523","",""
"15523","Nfu_g_1_015524","SULF2 (2 OF 2)","sulf2l"
"15524","Nfu_g_1_015525","PRKCZ","prkcz"
"15525","Nfu_g_1_015526","ARFGEF2","ARFGEF2"
"15526","Nfu_g_1_015527","",""
"15527","Nfu_g_1_015528","KCND1","kcnd1"
"15528","Nfu_g_1_015529","RENBP","renbp"
"15529","Nfu_g_1_015530","X975_20894","ERMP1 (2 of 2)"
"15530","Nfu_g_1_015531","NSFL1C","nsfl1c"
"15531","Nfu_g_1_015532","TNNC2","tnnc2"
"15532","Nfu_g_1_015533","FKBP1AB","fkbp1ab"
"15533","Nfu_g_1_015534","PARD6B","pard6b"
"15534","Nfu_g_1_015535","","CU896655.7"
"15535","Nfu_g_1_015536","OLA.1520",""
"15536","Nfu_g_1_015537","","tuba8l4"
"15537","Nfu_g_1_015538","MTCH1","mtch2"
"15538","Nfu_g_1_015539","CACNA1F","cacna1f"
"15539","Nfu_g_1_015540","CCDC22","ccdc22"
"15540","Nfu_g_1_015541","","zgc:86609"
"15541","Nfu_g_1_015542","FAM110A (1 OF 2)","fam110b"
"15542","Nfu_g_1_015543","SKIA","skia"
"15543","Nfu_g_1_015544","IGF3","igf3"
"15544","Nfu_g_1_015545","BCL2L1","bcl2l1"
"15545","Nfu_g_1_015546","TAF13","taf13"
"15546","Nfu_g_1_015547","KIAA1211","si:dkeyp-117h8.2"
"15547","Nfu_g_1_015548","","PDZRN4 (1 of 2)"
"15548","Nfu_g_1_015549","DENND2DA","dennd2da"
"15549","Nfu_g_1_015550","TPX2","tpx2"
"15550","Nfu_g_1_015551","MYH7B","myh7bb"
"15551","Nfu_g_1_015552","","si:ch211-125e6.14"
"15552","Nfu_g_1_015553","GRM6 (1 OF 2)","GRM6 (1 of 2)"
"15553","Nfu_g_1_015554","ADNPB","adnp"
"15554","Nfu_g_1_015555","HAUS7","haus7"
"15555","Nfu_g_1_015556","","si:dkeyp-75b4.10"
"15556","Nfu_g_1_015557","RTEL1","RTEL1"
"15557","Nfu_g_1_015558","PCSK1NL","pcsk1nl"
"15558","Nfu_g_1_015559","RFC2","rfc2"
"15559","Nfu_g_1_015560","PTPN18","ptpn18"
"15560","Nfu_g_1_015561","","phc2a"
"15561","Nfu_g_1_015562","TNFRSF14","si:ch211-261n11.8"
"15562","Nfu_g_1_015563","UXT","uxt"
"15563","Nfu_g_1_015564","ABT1","ABT1"
"15564","Nfu_g_1_015565","SLC38A5B","slc38a3"
"15565","Nfu_g_1_015566","","zgc:101663"
"15566","Nfu_g_1_015567","ATP2B3","atp2b3b"
"15567","Nfu_g_1_015568","","si:dkey-11o15.5"
"15568","Nfu_g_1_015569","","si:dkey-6n6.2"
"15569","Nfu_g_1_015570","SI:DKEYP-110G5.4","si:dkeyp-110g5.4"
"15570","Nfu_g_1_015571","COX4I2","cox4i2"
"15571","Nfu_g_1_015572","ELK1","elk1"
"15572","Nfu_g_1_015573","",""
"15573","Nfu_g_1_015574","ABCD1","abcd1"
"15574","Nfu_g_1_015575","RPL10","rpl10"
"15575","Nfu_g_1_015576","FAM58A","fam58a"
"15576","Nfu_g_1_015577","SLC2A1A","slc2a1a"
"15577","Nfu_g_1_015578","GRIPAP1","gripap1"
"15578","Nfu_g_1_015579","GATA3","gata3"
"15579","Nfu_g_1_015580","USP11","usp11"
"15580","Nfu_g_1_015581","RCC2","rcc2"
"15581","Nfu_g_1_015582","PROSC","prosc"
"15582","Nfu_g_1_015583","LRIF1 (1 OF 2)","LRIF1 (1 of 2)"
"15583","Nfu_g_1_015584","","tfe3a"
"15584","Nfu_g_1_015585","IRAK1","irak1"
"15585","Nfu_g_1_015586","PLCH2A","plch2a"
"15586","Nfu_g_1_015587","","si:dkey-11o15.8"
"15587","Nfu_g_1_015588","",""
"15588","Nfu_g_1_015589","CXXC1L","cxxc1l"
"15589","Nfu_g_1_015590","DPM1","dpm1"
"15590","Nfu_g_1_015591","TBC1D25","tbc1d25"
"15591","Nfu_g_1_015592","CDK16","cdk16"
"15592","Nfu_g_1_015593","",""
"15593","Nfu_g_1_015594","SYPA","sypa"
"15594","Nfu_g_1_015595","C23H1ORF192","C23H1orf192"
"15595","Nfu_g_1_015596","STK38A","stk38a"
"15596","Nfu_g_1_015597","PLXNA3","plxna3"
"15597","Nfu_g_1_015598","ELK1","elk1"
"15598","Nfu_g_1_015599","PDYN","PDYN (2 of 2)"
"15599","Nfu_g_1_015600","CDK20","cdk20"
"15600","Nfu_g_1_015601","ITPR3","itpr3"
"15601","Nfu_g_1_015602","DNASE1L1 (2 OF 2)","dnase1l3"
"15602","Nfu_g_1_015603","PHF20B","phf20b"
"15603","Nfu_g_1_015604","KIAA2013","si:dkeyp-104h9.5"
"15604","Nfu_g_1_015605","LRIF1 (1 OF 2)","LRIF1 (1 of 2)"
"15605","Nfu_g_1_015606","MECP2","mecp2"
"15606","Nfu_g_1_015607","STK35 (1 OF 2)","STK35 (1 of 3)"
"15607","Nfu_g_1_015608","CR749762.1","CR749762.1"
"15608","Nfu_g_1_015609","PLCH2A","pnn"
"15609","Nfu_g_1_015610","",""
"15610","Nfu_g_1_015611","SI:CH73-70K4.1","si:ch73-70k4.1"
"15611","Nfu_g_1_015612","PLOD1A","plod1a"
"15612","Nfu_g_1_015613","","npr1a"
"15613","Nfu_g_1_015614","","rbmx2"
"15614","Nfu_g_1_015615","KLHDC8B","KLHDC8B"
"15615","Nfu_g_1_015616","LAMB2L","lamb2l"
"15616","Nfu_g_1_015617","",""
"15617","Nfu_g_1_015618","","si:rp71-17i16.5"
"15618","Nfu_g_1_015619","","rhoaa"
"15619","Nfu_g_1_015620","BX547934.1","BX324210.1"
"15620","Nfu_g_1_015621","SI:DKEY-32E6.3","si:dkey-32e6.3"
"15621","Nfu_g_1_015622","","sc:d0413"
"15622","Nfu_g_1_015623","ARL8A","ARL8A"
"15623","Nfu_g_1_015624","BX248510.1","MRPL49"
"15624","Nfu_g_1_015625","MTHFR","mthfr"
"15625","Nfu_g_1_015626","AP4B1","ap4b1l"
"15626","Nfu_g_1_015627","SNX21","snx21"
"15627","Nfu_g_1_015628","NDUFB11","ndufb11"
"15628","Nfu_g_1_015629","COL20A1","slc35c2"
"15629","Nfu_g_1_015630","CACNA1F","cacna1f"
"15630","Nfu_g_1_015631","HBEGFA","hbegfa"
"15631","Nfu_g_1_015632","SI:CH211-193K19.2","si:ch211-193k19.2"
"15632","Nfu_g_1_015633","","AL929580.1"
"15633","Nfu_g_1_015634","DCTN4","dctn4"
"15634","Nfu_g_1_015635","PROB1","C21H5orf65"
"15635","Nfu_g_1_015636","",""
"15636","Nfu_g_1_015637","HMGB2B","hmgb2b"
"15637","Nfu_g_1_015638","","si:ch73-269m14.4"
"15638","Nfu_g_1_015639","ATP1B2A","atp1b2a"
"15639","Nfu_g_1_015640","","si:dkey-285e18.8"
"15640","Nfu_g_1_015641","H3F3B.1","h3f3c"
"15641","Nfu_g_1_015642","CU607101.1","CHRM3 (2 of 2)"
"15642","Nfu_g_1_015643","","cdk13"
"15643","Nfu_g_1_015644","FMN2B","fmn2b"
"15644","Nfu_g_1_015645","BX247898.1","GFRA4 (2 of 2)"
"15645","Nfu_g_1_015646","WDR18","wdr18"
"15646","Nfu_g_1_015647","",""
"15647","Nfu_g_1_015648","","BX569789.5"
"15648","Nfu_g_1_015649","",""
"15649","Nfu_g_1_015650","","palm"
"15650","Nfu_g_1_015651","NBEAL2","nbeal2"
"15651","Nfu_g_1_015652","","si:ch211-86h15.1"
"15652","Nfu_g_1_015653","","si:ch211-225b11.1"
"15653","Nfu_g_1_015654","","zgc:162948"
"15654","Nfu_g_1_015655","","si:ch211-209p16.3"
"15655","Nfu_g_1_015656","","zgc:174624"
"15656","Nfu_g_1_015657","OLA.11864","paqr8"
"15657","Nfu_g_1_015658","",""
"15658","Nfu_g_1_015659","MTMR1","mtmr1a"
"15659","Nfu_g_1_015660","","CABZ01041860.1"
"15660","Nfu_g_1_015661","BX530070.1","BX530070.1"
"15661","Nfu_g_1_015662","ARHGAP28","arhgap28"
"15662","Nfu_g_1_015663","FAM115A","zgc:162193"
"15663","Nfu_g_1_015664","MEF2A (2 OF 2)","mef2aa"
"15664","Nfu_g_1_015665","CABZ01062083.1","EFCAB4B (1 of 2)"
"15665","Nfu_g_1_015666","RBM24 (1 OF 2)","rbm24a"
"15666","Nfu_g_1_015667","RXFP3.2B","si:dkey-110c1.1"
"15667","Nfu_g_1_015668","",""
"15668","Nfu_g_1_015669","","zgc:171422"
"15669","Nfu_g_1_015670","CABZ01064447.1","IFT74"
"15670","Nfu_g_1_015671","TM2D1","tm2d1"
"15671","Nfu_g_1_015672","INADL","inadl"
"15672","Nfu_g_1_015673","",""
"15673","Nfu_g_1_015674","NTSR1","NTSR1"
"15674","Nfu_g_1_015675","SLCO4A1","slco4a1"
"15675","Nfu_g_1_015676","",""
"15676","Nfu_g_1_015677","SUZ12A","suz12b"
"15677","Nfu_g_1_015678","CABZ01002339.1","CABZ01002339.1"
"15678","Nfu_g_1_015679","TMEM164","TMEM164"
"15679","Nfu_g_1_015680","AMMECR1","ammecr1"
"15680","Nfu_g_1_015681","GABRA3","gabra1"
"15681","Nfu_g_1_015682","MYH11B","myh11a"
"15682","Nfu_g_1_015683","","si:ch211-163b2.4"
"15683","Nfu_g_1_015684","DMD","dmd"
"15684","Nfu_g_1_015685","GTPBP1L","gtpbp1"
"15685","Nfu_g_1_015686","SGSM3","sgsm3"
"15686","Nfu_g_1_015687","NPR3","npr3"
"15687","Nfu_g_1_015688","","BX547934.1"
"15688","Nfu_g_1_015689","","akap17a"
"15689","Nfu_g_1_015690","LRRK1","CABZ01076938.1"
"15690","Nfu_g_1_015691","",""
"15691","Nfu_g_1_015692","CYP26C1","cyp26c1"
"15692","Nfu_g_1_015693","RYR2","ryr1a"
"15693","Nfu_g_1_015694","",""
"15694","Nfu_g_1_015695","IPMKB","ipmkb"
"15695","Nfu_g_1_015696","",""
"15696","Nfu_g_1_015697","",""
"15697","Nfu_g_1_015698","ASGR1","si:ch211-283g2.5"
"15698","Nfu_g_1_015699","BEND5","bend5"
"15699","Nfu_g_1_015700","EPHB4B","ephb4b"
"15700","Nfu_g_1_015701","KMO","kmo"
"15701","Nfu_g_1_015702","NOP16","nop16"
"15702","Nfu_g_1_015703","BX927237.2","PRR7"
"15703","Nfu_g_1_015704","CNOT8","cnot8"
"15704","Nfu_g_1_015705","FAM114A2","FAM114A2"
"15705","Nfu_g_1_015706","GEMIN5","gemin5"
"15706","Nfu_g_1_015707","GRIA1B","gria1b"
"15707","Nfu_g_1_015708","MRPL22","mrpl22"
"15708","Nfu_g_1_015709","RARS","rars"
"15709","Nfu_g_1_015710","",""
"15710","Nfu_g_1_015711","WWC1","WWC1"
"15711","Nfu_g_1_015712","HAND1","hand2"
"15712","Nfu_g_1_015713","",""
"15713","Nfu_g_1_015714","SAP30L","sap30l"
"15714","Nfu_g_1_015715","DBN1","dbn1"
"15715","Nfu_g_1_015716","ARL10","arl10"
"15716","Nfu_g_1_015717","SGCD","sgcd"
"15717","Nfu_g_1_015718","MFAP3","MFAP3L"
"15718","Nfu_g_1_015719","CR762475.1","CR762475.1"
"15719","Nfu_g_1_015720","GALNT10","GALNTL6"
"15720","Nfu_g_1_015721","GRK6","GRK6"
"15721","Nfu_g_1_015722","","si:dkeyp-23e4.3"
"15722","Nfu_g_1_015723","","CABZ01080492.1"
"15723","Nfu_g_1_015724","","si:ch211-240l19.8"
"15724","Nfu_g_1_015725","OLA.1097","si:ch211-240l19.8"
"15725","Nfu_g_1_015726","MAT2B","MAT2B"
"15726","Nfu_g_1_015727","",""
"15727","Nfu_g_1_015728","GPR97","GPR97"
"15728","Nfu_g_1_015729","AP3S2","ap3s2"
"15729","Nfu_g_1_015730","","CR536621.1"
"15730","Nfu_g_1_015731","CABZ01078499.2","CABZ01078499.2"
"15731","Nfu_g_1_015732","CU459095.1","CU459095.1"
"15732","Nfu_g_1_015733","","tnnt2e"
"15733","Nfu_g_1_015734","CALD1L","cald1l"
"15734","Nfu_g_1_015735","FRZB","frzb"
"15735","Nfu_g_1_015736","HMX1","hmx1"
"15736","Nfu_g_1_015737","SMARCE1 (1 OF 2)","smarce1"
"15737","Nfu_g_1_015738","WDR17","wdr17"
"15738","Nfu_g_1_015739","ABCC6 (1 OF 2)","abcc6a"
"15739","Nfu_g_1_015740","","srd5a2a"
"15740","Nfu_g_1_015741","",""
"15741","Nfu_g_1_015742","AL935291.1","MTUS1 (2 of 2)"
"15742","Nfu_g_1_015743","MRI1","mri1"
"15743","Nfu_g_1_015744","TMC8","TMC8"
"15744","Nfu_g_1_015745","ILF3A","ilf3b"
"15745","Nfu_g_1_015746","",""
"15746","Nfu_g_1_015747","MTIF2","mtif2"
"15747","Nfu_g_1_015748","ASNA1","asna1"
"15748","Nfu_g_1_015749","GGA1","gga1"
"15749","Nfu_g_1_015750","CEP170B","cep170l"
"15750","Nfu_g_1_015751","","CABZ01059421.2"
"15751","Nfu_g_1_015752","MRPS28","MRPS28"
"15752","Nfu_g_1_015753","","CABZ01078499.2"
"15753","Nfu_g_1_015754","MAFG (1 OF 2)","mafg2"
"15754","Nfu_g_1_015755","DOK1A","dok1a"
"15755","Nfu_g_1_015756","","KRT23 (1 of 15)"
"15756","Nfu_g_1_015757","SYNGR2 (2 OF 2)","SYNGR2 (1 of 3)"
"15757","Nfu_g_1_015758","C6H16ORF45","zgc:158654"
"15758","Nfu_g_1_015759","CHRNA6","chrna6"
"15759","Nfu_g_1_015760","KIAA0586","kiaa0586"
"15760","Nfu_g_1_015761","TMEM178","tmem178"
"15761","Nfu_g_1_015762","KCNIP2","kcnip2"
"15762","Nfu_g_1_015763","CCDC88A (1 OF 2)","CCDC88A (2 of 2)"
"15763","Nfu_g_1_015764","NPB (1 OF 2)","npb"
"15764","Nfu_g_1_015765","","wu:fj41e11"
"15765","Nfu_g_1_015766","ITPRIP (2 OF 2)","ITPRIP (2 of 2)"
"15766","Nfu_g_1_015767","SLC43A3A","slc43a3a"
"15767","Nfu_g_1_015768","NDUFAF5","ndufaf5"
"15768","Nfu_g_1_015769","NEURLA","neurla"
"15769","Nfu_g_1_015770","LDB1 (1 OF 2)","ldb1a"
"15770","Nfu_g_1_015771","","CU459186.1"
"15771","Nfu_g_1_015772","CABZ01059391.1","cldnk"
"15772","Nfu_g_1_015773","NOTUM2","notum2"
"15773","Nfu_g_1_015774","CSRP2BP","csrp2bp"
"15774","Nfu_g_1_015775","HARS2","hars2"
"15775","Nfu_g_1_015776","SRF","srf"
"15776","Nfu_g_1_015777","BX324215.4","BX324215.4"
"15777","Nfu_g_1_015778","PI4K2B","pi4k2b"
"15778","Nfu_g_1_015779","C10ORF76","C22H10orf76 (1 of 2)"
"15779","Nfu_g_1_015780","NDE1 (1 OF 2)","nde1"
"15780","Nfu_g_1_015781","RFX1B","rfx1a"
"15781","Nfu_g_1_015782","",""
"15782","Nfu_g_1_015783","BCL11AB","bcl11aa"
"15783","Nfu_g_1_015784","PATL1","patl1"
"15784","Nfu_g_1_015785","AIOLOS","ikzf1"
"15785","Nfu_g_1_015786","NOTUM1A","NOTUM (1 of 2)"
"15786","Nfu_g_1_015787","","si:dkey-238o14.1"
"15787","Nfu_g_1_015788","",""
"15788","Nfu_g_1_015789","LINC00493","si:ch211-85n16.3"
"15789","Nfu_g_1_015790","","si:ch73-131e21.5"
"15790","Nfu_g_1_015791","MYH11A","myh11a"
"15791","Nfu_g_1_015792","NT5C2B","nt5c2b"
"15792","Nfu_g_1_015793","MLLT6","mllt10"
"15793","Nfu_g_1_015794","SORCS1","SORCS1"
"15794","Nfu_g_1_015795","CANT1 (2 OF 2)","cant1b"
"15795","Nfu_g_1_015796","PTGER1A","ptger1a"
"15796","Nfu_g_1_015797","ESF1","esf1"
"15797","Nfu_g_1_015798","","zgc:112300"
"15798","Nfu_g_1_015799","","cryba1l"
"15799","Nfu_g_1_015800","SCLT1","sclt1"
"15800","Nfu_g_1_015801","PMM2","pmm2"
"15801","Nfu_g_1_015802","BEST2","best2"
"15802","Nfu_g_1_015803","CABZ01070637.1","CABZ01059421.2"
"15803","Nfu_g_1_015804","CENPK","CENPK"
"15804","Nfu_g_1_015805","UNC93B1","UNC93B1"
"15805","Nfu_g_1_015806","OLA.5854","si:dkey-93h22.6"
"15806","Nfu_g_1_015807","CHRNB2A","chrnb2a"
"15807","Nfu_g_1_015808","C3H16ORF13","C3H16orf13"
"15808","Nfu_g_1_015809","HTT","htt"
"15809","Nfu_g_1_015810","PCYT2 (1 OF 2)","pcyt2"
"15810","Nfu_g_1_015811","TNPO2 (1 OF 2)","tnpo2"
"15811","Nfu_g_1_015812","CABZ01070637.1","CABZ01049362.2"
"15812","Nfu_g_1_015813","",""
"15813","Nfu_g_1_015814","XYLT1","xylt1"
"15814","Nfu_g_1_015815","CALHM1","CALHM1 (1 of 2)"
"15815","Nfu_g_1_015816","INAB","inab"
"15816","Nfu_g_1_015817","","CU638692.2"
"15817","Nfu_g_1_015818","CU928070.1","HPGD"
"15818","Nfu_g_1_015819","SNRPB2","snrpb2"
"15819","Nfu_g_1_015820","JUNBA","junba"
"15820","Nfu_g_1_015821","COQ7","COQ7"
"15821","Nfu_g_1_015822","CPZ","cpz"
"15822","Nfu_g_1_015823","","chrna7"
"15823","Nfu_g_1_015824","FBXO48","FBXO48"
"15824","Nfu_g_1_015825","BTBD18","BTBD18 (2 of 2)"
"15825","Nfu_g_1_015826","CABZ01076351.1","SORCS3 (1 of 2)"
"15826","Nfu_g_1_015827","","CABZ01018247.1"
"15827","Nfu_g_1_015828","GSG1L (2 OF 2)","gsg1l"
"15828","Nfu_g_1_015829","TMC7","tmc4"
"15829","Nfu_g_1_015830","KIAA0430","CABZ01078499.2"
"15830","Nfu_g_1_015831","TOM1 (1 OF 2)","CABZ01079578.1"
"15831","Nfu_g_1_015832","",""
"15832","Nfu_g_1_015833","HMX4","hmx4"
"15833","Nfu_g_1_015834","","CU459095.1"
"15834","Nfu_g_1_015835","KLFD","klfd"
"15835","Nfu_g_1_015836","NTAN1","NTAN1"
"15836","Nfu_g_1_015837","","si:ch211-276a17.5"
"15837","Nfu_g_1_015838","COL17A1","col17a1b"
"15838","Nfu_g_1_015839","GPR78","GPR78 (1 of 2)"
"15839","Nfu_g_1_015840","SYCE2","syce2"
"15840","Nfu_g_1_015841","SLC24A3 (1 OF 2)","slc24a3"
"15841","Nfu_g_1_015842","EIF4A3","eif4a3"
"15842","Nfu_g_1_015843","OLA.3945","c3a"
"15843","Nfu_g_1_015844","C21HXORF40B","C21HXorf40B"
"15844","Nfu_g_1_015845","ACAA1","acaa1"
"15845","Nfu_g_1_015846","MYADML2 (2 OF 2)","MYADML2"
"15846","Nfu_g_1_015847","TAF5","taf5"
"15847","Nfu_g_1_015848","","BX908759.3"
"15848","Nfu_g_1_015849","TNS4","TNS3 (3 of 3)"
"15849","Nfu_g_1_015850","CR556712.1","HAP1"
"15850","Nfu_g_1_015851","","si:ch73-109d9.1"
"15851","Nfu_g_1_015852","SLC26A11","slc26a11"
"15852","Nfu_g_1_015853","HTRA3A","HTRA3 (1 of 2)"
"15853","Nfu_g_1_015854","C1H19ORF53","C1H19orf53"
"15854","Nfu_g_1_015855","APLF","APLF"
"15855","Nfu_g_1_015856","","si:ch211-120k19.1"
"15856","Nfu_g_1_015857","CCR7","ccr7"
"15857","Nfu_g_1_015858","RNF38","RNF38"
"15858","Nfu_g_1_015859","SH3PXD2AA","sh3pxd2aa"
"15859","Nfu_g_1_015860","OBFC1","obfc1"
"15860","Nfu_g_1_015861","SLC8A1A","slc8a1a"
"15861","Nfu_g_1_015862","SDE2","SDE2"
"15862","Nfu_g_1_015863","NFIL3-6","nfil3-6"
"15863","Nfu_g_1_015864","","nfil3-5"
"15864","Nfu_g_1_015865","KRT222","KRT222"
"15865","Nfu_g_1_015866","DOK7","dok7"
"15866","Nfu_g_1_015867","BTBD3A","btbd3a"
"15867","Nfu_g_1_015868","IGFBP4","igfbp1a"
"15868","Nfu_g_1_015869","ACP5A","acp5a"
"15869","Nfu_g_1_015870","TMC5","TMC5"
"15870","Nfu_g_1_015871","CR396586.2","BX005380.1"
"15871","Nfu_g_1_015872","SIRT7","sirt7"
